Plot Title: 10169187,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, lum/ft²","Batt, V",End Of File
1,2/7/2019 21:00,-0.437,0,2.65,
2,2/8/2019 3:00,-0.325,0,2.63,
3,2/8/2019 9:00,-0.213,4,2.63,
4,2/8/2019 15:00,-0.102,0,2.63,
5,2/8/2019 21:00,-0.102,0,2.63,
6,2/9/2019 3:00,0.01,0,2.63,
7,2/9/2019 9:00,0.01,0,2.63,
8,2/9/2019 15:00,0.01,0,2.63,
9,2/9/2019 21:00,0.01,0,2.63,
10,2/10/2019 3:00,-0.102,0,2.63,
11,2/10/2019 9:00,-0.102,0,2.63,
12,2/10/2019 15:00,-0.102,0,2.62,
13,2/10/2019 21:00,-0.102,0,2.63,
14,2/11/2019 3:00,-0.102,0,2.62,
15,2/11/2019 9:00,0.01,0,2.62,
16,2/11/2019 15:00,0.01,0,2.62,
17,2/11/2019 21:00,0.01,0,2.62,
18,2/12/2019 3:00,0.01,0,2.62,
19,2/12/2019 9:00,0.01,0,2.62,
20,2/12/2019 15:00,0.121,0,2.62,
21,2/12/2019 21:00,0.121,0,2.62,
22,2/13/2019 3:00,0.121,0,2.62,
23,2/13/2019 9:00,0.121,0,2.62,
24,2/13/2019 15:00,0.121,0,2.62,
25,2/13/2019 21:00,0.121,0,2.62,
26,2/14/2019 3:00,0.121,0,2.62,
27,2/14/2019 9:00,0.121,0,2.62,
28,2/14/2019 15:00,0.121,0,2.62,
29,2/14/2019 21:00,0.121,0,2.62,
30,2/15/2019 3:00,0.121,0,2.62,
31,2/15/2019 9:00,0.121,0,2.62,
32,2/15/2019 15:00,0.121,0,2.62,
33,2/15/2019 21:00,0.121,0,2.62,
34,2/16/2019 3:00,0.121,0,2.62,
35,2/16/2019 9:00,0.121,0,2.62,
36,2/16/2019 15:00,0.121,0,2.62,
37,2/16/2019 21:00,0.121,0,2.62,
38,2/17/2019 3:00,0.121,0,2.62,
39,2/17/2019 9:00,0.121,0,2.62,
40,2/17/2019 15:00,0.121,0,2.62,
41,2/17/2019 21:00,0.232,0,2.62,
42,2/18/2019 3:00,0.121,0,2.62,
43,2/18/2019 9:00,0.121,0,2.62,
44,2/18/2019 15:00,0.232,0,2.62,
45,2/18/2019 21:00,0.232,0,2.62,
46,2/19/2019 3:00,0.232,0,2.62,
47,2/19/2019 9:00,0.232,0,2.62,
48,2/19/2019 15:00,0.232,0,2.62,
49,2/19/2019 21:00,0.232,0,2.62,
50,2/20/2019 3:00,0.232,0,2.62,
51,2/20/2019 9:00,0.232,0,2.62,
52,2/20/2019 15:00,0.232,0,2.62,
53,2/20/2019 21:00,0.232,0,2.62,
54,2/21/2019 3:00,0.232,0,2.62,
55,2/21/2019 9:00,0.232,0,2.62,
56,2/21/2019 15:00,0.232,0,2.62,
57,2/21/2019 21:00,0.232,0,2.62,
58,2/22/2019 3:00,0.232,0,2.62,
59,2/22/2019 9:00,0.232,0,2.62,
60,2/22/2019 15:00,0.232,0,2.62,
61,2/22/2019 21:00,0.232,0,2.62,
62,2/23/2019 3:00,0.232,0,2.62,
63,2/23/2019 9:00,0.232,0,2.62,
64,2/23/2019 15:00,0.232,0,2.62,
65,2/23/2019 21:00,0.232,0,2.62,
66,2/24/2019 3:00,0.232,0,2.62,
67,2/24/2019 9:00,0.232,0,2.62,
68,2/24/2019 15:00,0.232,0,2.62,
69,2/24/2019 21:00,0.232,0,2.62,
70,2/25/2019 3:00,0.232,0,2.62,
71,2/25/2019 9:00,0.232,0,2.62,
72,2/25/2019 15:00,0.232,0,2.62,
73,2/25/2019 21:00,0.232,0,2.62,
74,2/26/2019 3:00,0.232,0,2.62,
75,2/26/2019 9:00,0.232,0,2.62,
76,2/26/2019 15:00,0.232,0,2.62,
77,2/26/2019 21:00,0.232,0,2.62,
78,2/27/2019 3:00,0.232,0,2.62,
79,2/27/2019 9:00,0.232,0,2.62,
